title,drug,lng,lat,enrollment,status,locations,popuptext
Personalised Immunotherapy for SARS-CoV-2 (COVID-19) Associated With Organ Dysfunction,Tocilizumab,22.9617339,40.6116363,40,Recruiting,"Intensive Care Unit, General Hospital of Thessaloniki IPPOKRATEIO, Thessaloniki, Greece","<b>Personalised Immunotherapy for SARS-CoV-2 (COVID-19) Associated With Organ Dysfunction</b><br /><i>Recruiting, n = 40</i><br />Intensive Care Unit, General Hospital of Thessaloniki IPPOKRATEIO, Thessaloniki, Greece"
Personalised Immunotherapy for SARS-CoV-2 (COVID-19) Associated With Organ Dysfunction,Tocilizumab,22.9600672,40.62955600000001,40,Recruiting,"Department of Anesthesiology and Intensive Care Medicine, University General Hospital of Thessaloniki AHEPA, Thessaloniki, Greece","<b>Personalised Immunotherapy for SARS-CoV-2 (COVID-19) Associated With Organ Dysfunction</b><br /><i>Recruiting, n = 40</i><br />Department of Anesthesiology and Intensive Care Medicine, University General Hospital of Thessaloniki AHEPA, Thessaloniki, Greece"
Checkpoint Blockade in COVID-19 Pandemic,Tocilizumab,2.1385079,41.415745,24,Recruiting,"Hospital Quirónsalud Barcelona, Barcelona, Spain","<b>Checkpoint Blockade in COVID-19 Pandemic</b><br /><i>Recruiting, n = 24</i><br />Hospital Quirónsalud Barcelona, Barcelona, Spain"
Checkpoint Blockade in COVID-19 Pandemic,Tocilizumab,2.174314,41.4136997,24,Recruiting,"Hospital de la Santa Creu i Sant Pau, Barcelona, Spain","<b>Checkpoint Blockade in COVID-19 Pandemic</b><br /><i>Recruiting, n = 24</i><br />Hospital de la Santa Creu i Sant Pau, Barcelona, Spain"
Checkpoint Blockade in COVID-19 Pandemic,Tocilizumab,0.6134759,41.62665,24,Recruiting,"Hospital Universitari Arnau de Vilanova de Lleida, Lleida, Spain","<b>Checkpoint Blockade in COVID-19 Pandemic</b><br /><i>Recruiting, n = 24</i><br />Hospital Universitari Arnau de Vilanova de Lleida, Lleida, Spain"
Checkpoint Blockade in COVID-19 Pandemic,Tocilizumab,-3.6951156,40.48760430000001,24,Recruiting,"Hospital Universitario Ramón y Cajal, Madrid, Spain","<b>Checkpoint Blockade in COVID-19 Pandemic</b><br /><i>Recruiting, n = 24</i><br />Hospital Universitario Ramón y Cajal, Madrid, Spain"
Checkpoint Blockade in COVID-19 Pandemic,Tocilizumab,-3.677653799999999,40.4327229,24,Recruiting,"Hospital Ruber Juan Bravo, Madrid, Spain","<b>Checkpoint Blockade in COVID-19 Pandemic</b><br /><i>Recruiting, n = 24</i><br />Hospital Ruber Juan Bravo, Madrid, Spain"
Checkpoint Blockade in COVID-19 Pandemic,Tocilizumab,-3.7156662,40.4894832,24,Recruiting,"Hospital Ruber Internacional, Madrid, Spain","<b>Checkpoint Blockade in COVID-19 Pandemic</b><br /><i>Recruiting, n = 24</i><br />Hospital Ruber Internacional, Madrid, Spain"
Checkpoint Blockade in COVID-19 Pandemic,Tocilizumab,-0.4033429,39.4907502,24,Recruiting,"Hospital Arnau de Vilanova-Lliria, Valencia, Spain","<b>Checkpoint Blockade in COVID-19 Pandemic</b><br /><i>Recruiting, n = 24</i><br />Hospital Arnau de Vilanova-Lliria, Valencia, Spain"
Checkpoint Blockade in COVID-19 Pandemic,Tocilizumab,-0.393695,39.4524937,24,Recruiting,"Hospital Universitario Doctor Peset, Valencia, Spain","<b>Checkpoint Blockade in COVID-19 Pandemic</b><br /><i>Recruiting, n = 24</i><br />Hospital Universitario Doctor Peset, Valencia, Spain"
Anti-il6 Treatment of Serious COVID-19 Disease With Threatening Respiratory Failure,Tocilizumab,12.5416785,55.7121556,200,Recruiting,"Bispebjerg-Frederiksberg Hospital, Copenhagen, Denmark","<b>Anti-il6 Treatment of Serious COVID-19 Disease With Threatening Respiratory Failure</b><br /><i>Recruiting, n = 200</i><br />Bispebjerg-Frederiksberg Hospital, Copenhagen, Denmark"
Anti-il6 Treatment of Serious COVID-19 Disease With Threatening Respiratory Failure,Tocilizumab,12.326221,55.930868,200,Recruiting,"Hillerød Hospital, Hillerød, Denmark","<b>Anti-il6 Treatment of Serious COVID-19 Disease With Threatening Respiratory Failure</b><br /><i>Recruiting, n = 200</i><br />Hillerød Hospital, Hillerød, Denmark"
Randomised Evaluation of COVID-19 Therapy,Tocilizumab,-1.2151574,51.7516232,12000,Recruiting,"Nuffield Department of Population Health, University of Oxford, Oxford, United Kingdom","<b>Randomised Evaluation of COVID-19 Therapy</b><br /><i>Recruiting, n = 12000</i><br />Nuffield Department of Population Health, University of Oxford, Oxford, United Kingdom"
Study of the Efficacy and Safety of a Single Administration of Olokizumab and RPH-104 With Standard Therapy in Patients With Severe Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) Infection (COVID-19),Tocilizumab,37.6172999,55.755826,372,Recruiting,"Federal State Budget Institution ""National Medical Surgery Center named after N.I. Pirogov"" of Ministry of Health of Russian Federation, Moscow, Russian Federation","<b>Study of the Efficacy and Safety of a Single Administration of Olokizumab and RPH-104 With Standard Therapy in Patients With Severe Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) Infection (COVID-19)</b><br /><i>Recruiting, n = 372</i><br />Federal State Budget Institution ""National Medical Surgery Center named after N.I. Pirogov"" of Ministry of Health of Russian Federation, Moscow, Russian Federation"
Study of the Efficacy and Safety of a Single Administration of Olokizumab and RPH-104 With Standard Therapy in Patients With Severe Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) Infection (COVID-19),Tocilizumab,37.6172999,55.755826,372,Recruiting,"State Budget Healthcare Institution ""City Clinical Hospital № 15 named after O.M. Filatov"" of Moscow City Healthcare Department, Moscow, Russian Federation","<b>Study of the Efficacy and Safety of a Single Administration of Olokizumab and RPH-104 With Standard Therapy in Patients With Severe Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) Infection (COVID-19)</b><br /><i>Recruiting, n = 372</i><br />State Budget Healthcare Institution ""City Clinical Hospital № 15 named after O.M. Filatov"" of Moscow City Healthcare Department, Moscow, Russian Federation"
Study of the Efficacy and Safety of a Single Administration of Olokizumab and RPH-104 With Standard Therapy in Patients With Severe Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) Infection (COVID-19),Tocilizumab,37.6172999,55.755826,372,Recruiting,"Federal State Budgetary Institution ""Federal Center for Cerebrovascular Pathology and Stroke"" of the Ministry of Health of the Russian Federation, Moscow, Russian Federation","<b>Study of the Efficacy and Safety of a Single Administration of Olokizumab and RPH-104 With Standard Therapy in Patients With Severe Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) Infection (COVID-19)</b><br /><i>Recruiting, n = 372</i><br />Federal State Budgetary Institution ""Federal Center for Cerebrovascular Pathology and Stroke"" of the Ministry of Health of the Russian Federation, Moscow, Russian Federation"
Study of the Efficacy and Safety of a Single Administration of Olokizumab and RPH-104 With Standard Therapy in Patients With Severe Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) Infection (COVID-19),Tocilizumab,37.571717,55.731551,372,Recruiting,"Federal State Autonomous Education Insitution of High Education the First Moscow State Medical University named after I.M. Sechenov of Ministry of Healthcare of Russian Federation (Sechenov University), Moscow, Russian Federation","<b>Study of the Efficacy and Safety of a Single Administration of Olokizumab and RPH-104 With Standard Therapy in Patients With Severe Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) Infection (COVID-19)</b><br /><i>Recruiting, n = 372</i><br />Federal State Autonomous Education Insitution of High Education the First Moscow State Medical University named after I.M. Sechenov of Ministry of Healthcare of Russian Federation (Sechenov University), Moscow, Russian Federation"
Study of the Efficacy and Safety of a Single Administration of Olokizumab and RPH-104 With Standard Therapy in Patients With Severe Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) Infection (COVID-19),Tocilizumab,37.6172999,55.755826,372,Recruiting,"Federal State Budget Institution ""National Medicine Research Center on Cardiology"" By Ministry of Healthcare of Russian Federation, Moscow, Russian Federation","<b>Study of the Efficacy and Safety of a Single Administration of Olokizumab and RPH-104 With Standard Therapy in Patients With Severe Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) Infection (COVID-19)</b><br /><i>Recruiting, n = 372</i><br />Federal State Budget Institution ""National Medicine Research Center on Cardiology"" By Ministry of Healthcare of Russian Federation, Moscow, Russian Federation"
Study of the Efficacy and Safety of a Single Administration of Olokizumab and RPH-104 With Standard Therapy in Patients With Severe Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) Infection (COVID-19),Tocilizumab,37.80746269999999,55.7984686,372,Recruiting,"State Budget Institution of Healthcare ""City Clinical Hospital #52"", Moscow City Healthcare Department, Moscow, Russian Federation","<b>Study of the Efficacy and Safety of a Single Administration of Olokizumab and RPH-104 With Standard Therapy in Patients With Severe Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) Infection (COVID-19)</b><br /><i>Recruiting, n = 372</i><br />State Budget Institution of Healthcare ""City Clinical Hospital #52"", Moscow City Healthcare Department, Moscow, Russian Federation"
Study of the Efficacy and Safety of a Single Administration of Olokizumab and RPH-104 With Standard Therapy in Patients With Severe Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) Infection (COVID-19),Tocilizumab,37.5286696,55.70393490000001,372,Recruiting,"Moscow State Budget Institution of Healthcare ""Scientific Research Institute of Emergency Medicine named after N.V. Sklifosovsky of Moscow Department of Healthcare"", Moscow, Russian Federation","<b>Study of the Efficacy and Safety of a Single Administration of Olokizumab and RPH-104 With Standard Therapy in Patients With Severe Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) Infection (COVID-19)</b><br /><i>Recruiting, n = 372</i><br />Moscow State Budget Institution of Healthcare ""Scientific Research Institute of Emergency Medicine named after N.V. Sklifosovsky of Moscow Department of Healthcare"", Moscow, Russian Federation"
Study of the Efficacy and Safety of a Single Administration of Olokizumab and RPH-104 With Standard Therapy in Patients With Severe Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) Infection (COVID-19),Tocilizumab,37.80746269999999,55.7984686,372,Recruiting,"State Budget Healthcare Institution ""City Clinical Hospital #40"", Moscow City Healthcare Department, ""Communarca"" Division, Moscow, Russian Federation","<b>Study of the Efficacy and Safety of a Single Administration of Olokizumab and RPH-104 With Standard Therapy in Patients With Severe Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) Infection (COVID-19)</b><br /><i>Recruiting, n = 372</i><br />State Budget Healthcare Institution ""City Clinical Hospital #40"", Moscow City Healthcare Department, ""Communarca"" Division, Moscow, Russian Federation"
Study of the Efficacy and Safety of a Single Administration of Olokizumab and RPH-104 With Standard Therapy in Patients With Severe Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) Infection (COVID-19),Tocilizumab,37.6172999,55.755826,372,Recruiting,"АО ""State Company ""Medsi"" based on Clinical Hospital №1"", Moscow, Russian Federation","<b>Study of the Efficacy and Safety of a Single Administration of Olokizumab and RPH-104 With Standard Therapy in Patients With Severe Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) Infection (COVID-19)</b><br /><i>Recruiting, n = 372</i><br />АО ""State Company ""Medsi"" based on Clinical Hospital №1"", Moscow, Russian Federation"
Study of the Efficacy and Safety of a Single Administration of Olokizumab and RPH-104 With Standard Therapy in Patients With Severe Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) Infection (COVID-19),Tocilizumab,30.3609096,59.9310584,372,Recruiting,"Saint Petersburg State Budget Institution of Healthcare ""Clinical infectious diseases hospital named after S.P. Botkin"", Saint Petersburg, Russian Federation","<b>Study of the Efficacy and Safety of a Single Administration of Olokizumab and RPH-104 With Standard Therapy in Patients With Severe Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) Infection (COVID-19)</b><br /><i>Recruiting, n = 372</i><br />Saint Petersburg State Budget Institution of Healthcare ""Clinical infectious diseases hospital named after S.P. Botkin"", Saint Petersburg, Russian Federation"
Study of the Efficacy and Safety of a Single Administration of Olokizumab and RPH-104 With Standard Therapy in Patients With Severe Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) Infection (COVID-19),Tocilizumab,30.3609096,59.9310584,372,Recruiting,"Saint-Petersburg State Budget Institution of Healthcare ""City Hospital №40"", Saint Petersburg, Russian Federation","<b>Study of the Efficacy and Safety of a Single Administration of Olokizumab and RPH-104 With Standard Therapy in Patients With Severe Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) Infection (COVID-19)</b><br /><i>Recruiting, n = 372</i><br />Saint-Petersburg State Budget Institution of Healthcare ""City Hospital №40"", Saint Petersburg, Russian Federation"
Treatment of COVID-19 Patients With Anti-interleukin Drugs,Tocilizumab,3.1930172,51.2208468,342,Recruiting,"AZ Sint-Jan Brugge, Brugge, Belgium","<b>Treatment of COVID-19 Patients With Anti-interleukin Drugs</b><br /><i>Recruiting, n = 342</i><br />AZ Sint-Jan Brugge, Brugge, Belgium"
Treatment of COVID-19 Patients With Anti-interleukin Drugs,Tocilizumab,4.345909,50.83448680000001,342,Recruiting,"University Hospital Saint-Pierre, Brussels, Belgium","<b>Treatment of COVID-19 Patients With Anti-interleukin Drugs</b><br /><i>Recruiting, n = 342</i><br />University Hospital Saint-Pierre, Brussels, Belgium"
Treatment of COVID-19 Patients With Anti-interleukin Drugs,Tocilizumab,4.265892,50.813446,342,Recruiting,"Erasmus University Hospital, Brussels, Belgium","<b>Treatment of COVID-19 Patients With Anti-interleukin Drugs</b><br /><i>Recruiting, n = 342</i><br />Erasmus University Hospital, Brussels, Belgium"
Treatment of COVID-19 Patients With Anti-interleukin Drugs,Tocilizumab,4.4520234,50.8529013,342,Recruiting,"University Hospital Saint-Luc, Brussels, Belgium","<b>Treatment of COVID-19 Patients With Anti-interleukin Drugs</b><br /><i>Recruiting, n = 342</i><br />University Hospital Saint-Luc, Brussels, Belgium"
Treatment of COVID-19 Patients With Anti-interleukin Drugs,Tocilizumab,4.4108109,51.15769299999999,342,Recruiting,"University Hospital Antwerp, Edegem, Belgium","<b>Treatment of COVID-19 Patients With Anti-interleukin Drugs</b><br /><i>Recruiting, n = 342</i><br />University Hospital Antwerp, Edegem, Belgium"
Treatment of COVID-19 Patients With Anti-interleukin Drugs,Tocilizumab,5.517904,50.957107,342,Recruiting,"Ziekenhuis Oost-Limurg, Genk, Belgium","<b>Treatment of COVID-19 Patients With Anti-interleukin Drugs</b><br /><i>Recruiting, n = 342</i><br />Ziekenhuis Oost-Limurg, Genk, Belgium"
