Clinical Trial Title,,lng,lat,Drug
Safety and Efficacy of Hydroxychloroquine Associated With Azithromycin in SARS-Cov-2 Virus (COVID-19),,-51.2214794,-30.0309242,HCQ + Azithromycin
Safety and Efficacy of Hydroxychloroquine Associated With Azithromycin in SARS-Cov-2 Virus (COVID-19),,-49.3643241,-28.6744925,HCQ + Azithromycin
Safety and Efficacy of Hydroxychloroquine Associated With Azithromycin in SARS-Cov-2 Virus (COVID-19),,-48.5449549,-27.6011594,HCQ + Azithromycin
Safety and Efficacy of Hydroxychloroquine Associated With Azithromycin in SARS-Cov-2 Virus (COVID-19),,-48.533927,-27.577689,HCQ + Azithromycin
Safety and Efficacy of Hydroxychloroquine Associated With Azithromycin in SARS-Cov-2 Virus (COVID-19),,-48.845416,-26.289832,HCQ + Azithromycin
Safety and Efficacy of Hydroxychloroquine Associated With Azithromycin in SARS-Cov-2 Virus (COVID-19),,-48.5717864,-20.5545292,HCQ + Azithromycin
Safety and Efficacy of Hydroxychloroquine Associated With Azithromycin in SARS-Cov-2 Virus (COVID-19),,-46.4335116,-23.504914,HCQ + Azithromycin
Safety and Efficacy of Hydroxychloroquine Associated With Azithromycin in SARS-Cov-2 Virus (COVID-19),,-46.7152547,-23.5999606,HCQ + Azithromycin
Safety and Efficacy of Hydroxychloroquine Associated With Azithromycin in SARS-Cov-2 Virus (COVID-19),,-46.6419505,-23.5664177,HCQ + Azithromycin
Safety and Efficacy of Hydroxychloroquine Associated With Azithromycin in SARS-Cov-2 Virus (COVID-19),,-46.6431081,-23.5674333,HCQ + Azithromycin
Safety and Efficacy of Hydroxychloroquine Associated With Azithromycin in SARS-Cov-2 Virus (COVID-19),,-46.6698263,-23.5571357,HCQ + Azithromycin
Safety and Efficacy of Hydroxychloroquine Associated With Azithromycin in SARS-Cov-2 Virus (COVID-19),,-46.6540085,-23.5969896,HCQ + Azithromycin
Safety and Efficacy of Hydroxychloroquine Associated With Azithromycin in SARS-Cov-2 Virus (COVID-19),,-46.643593,-23.5975138,HCQ + Azithromycin
Safety and Efficacy of Hydroxychloroquine Associated With Azithromycin in SARS-Cov-2 Virus (COVID-19),,-46.6748267,-23.5849389,HCQ + Azithromycin
Safety and Efficacy of Hydroxychloroquine Associated With Azithromycin in SARS-Cov-2 Virus (COVID-19),,-46.6276882,-23.5951605,HCQ + Azithromycin
Efficacy and Safety of Hydroxychloroquine and Azithromycin for the Treatment of Ambulatory Patients With Mild COVID-19,,-46.6322189,-23.6181027,HCQ + Azithromycin
"Study of Immune Modulatory Drugs and Other Treatments in COVID-19 Patients: Sarilumab, Azithromycin, Hydroxychloroquine Trial - CORIMUNO-19 - VIRO",,2.4239471,48.9146194,HCQ + Azithromycin
"Study of Immune Modulatory Drugs and Other Treatments in COVID-19 Patients: Sarilumab, Azithromycin, Hydroxychloroquine Trial - CORIMUNO-19 - VIRO",,2.2354935,48.8492607,HCQ + Azithromycin
"Study of Immune Modulatory Drugs and Other Treatments in COVID-19 Patients: Sarilumab, Azithromycin, Hydroxychloroquine Trial - CORIMUNO-19 - VIRO",,2.3083004,48.9082554,HCQ + Azithromycin
"Study of Immune Modulatory Drugs and Other Treatments in COVID-19 Patients: Sarilumab, Azithromycin, Hydroxychloroquine Trial - CORIMUNO-19 - VIRO",,2.3650429,48.8370792,HCQ + Azithromycin
"Study of Immune Modulatory Drugs and Other Treatments in COVID-19 Patients: Sarilumab, Azithromycin, Hydroxychloroquine Trial - CORIMUNO-19 - VIRO",,2.3827263,48.8488116,HCQ + Azithromycin
Efficacy and Safety of Hydroxychloroquine and Azithromycin for the Treatment of Hospitalized Patients With Moderate to Severe COVID-19,,-46.6322189,-23.6181027,HCQ + Azithromycin
Evaluating the Efficacy of Hydroxychloroquine and Azithromycin to Prevent Hospitalization or Death in Persons With COVID-19,,-86.8056842,33.5029685,HCQ + Azithromycin
Evaluating the Efficacy of Hydroxychloroquine and Azithromycin to Prevent Hospitalization or Death in Persons With COVID-19,,-118.4031397,34.0539099,HCQ + Azithromycin
Evaluating the Efficacy of Hydroxychloroquine and Azithromycin to Prevent Hospitalization or Death in Persons With COVID-19,,-117.1658249,32.7555263,HCQ + Azithromycin
Evaluating the Efficacy of Hydroxychloroquine and Azithromycin to Prevent Hospitalization or Death in Persons With COVID-19,,-122.4562335,37.7642347,HCQ + Azithromycin
Evaluating the Efficacy of Hydroxychloroquine and Azithromycin to Prevent Hospitalization or Death in Persons With COVID-19,,-118.2947364,33.8298404,HCQ + Azithromycin
Evaluating the Efficacy of Hydroxychloroquine and Azithromycin to Prevent Hospitalization or Death in Persons With COVID-19,,-104.8420288,39.7426294,HCQ + Azithromycin
Evaluating the Efficacy of Hydroxychloroquine and Azithromycin to Prevent Hospitalization or Death in Persons With COVID-19,,-77.0315469,38.9104557,HCQ + Azithromycin
Evaluating the Efficacy of Hydroxychloroquine and Azithromycin to Prevent Hospitalization or Death in Persons With COVID-19,,-87.668852,41.8735131,HCQ + Azithromycin
Evaluating the Efficacy of Hydroxychloroquine and Azithromycin to Prevent Hospitalization or Death in Persons With COVID-19,,-71.067566,42.3626109,HCQ + Azithromycin
Evaluating the Efficacy of Hydroxychloroquine and Azithromycin to Prevent Hospitalization or Death in Persons With COVID-19,,-74.189656,40.7400804,HCQ + Azithromycin
Evaluating the Efficacy of Hydroxychloroquine and Azithromycin to Prevent Hospitalization or Death in Persons With COVID-19,,-73.9932413,40.7441606,HCQ + Azithromycin
Evaluating the Efficacy of Hydroxychloroquine and Azithromycin to Prevent Hospitalization or Death in Persons With COVID-19,,-73.954897,40.7649151,HCQ + Azithromycin
Evaluating the Efficacy of Hydroxychloroquine and Azithromycin to Prevent Hospitalization or Death in Persons With COVID-19,,-77.6260033,43.1305531,HCQ + Azithromycin
Evaluating the Efficacy of Hydroxychloroquine and Azithromycin to Prevent Hospitalization or Death in Persons With COVID-19,,-79.0469134,35.9049122,HCQ + Azithromycin
Evaluating the Efficacy of Hydroxychloroquine and Azithromycin to Prevent Hospitalization or Death in Persons With COVID-19,,-79.7919754,36.0726354,HCQ + Azithromycin
Evaluating the Efficacy of Hydroxychloroquine and Azithromycin to Prevent Hospitalization or Death in Persons With COVID-19,,-84.4675849,39.1473527,HCQ + Azithromycin
Evaluating the Efficacy of Hydroxychloroquine and Azithromycin to Prevent Hospitalization or Death in Persons With COVID-19,,-81.620474,41.504468,HCQ + Azithromycin
Evaluating the Efficacy of Hydroxychloroquine and Azithromycin to Prevent Hospitalization or Death in Persons With COVID-19,,-83.0306222,40.0068363,HCQ + Azithromycin
Evaluating the Efficacy of Hydroxychloroquine and Azithromycin to Prevent Hospitalization or Death in Persons With COVID-19,,-75.1932137,39.9522188,HCQ + Azithromycin
Evaluating the Efficacy of Hydroxychloroquine and Azithromycin to Prevent Hospitalization or Death in Persons With COVID-19,,-79.960835,40.4443533,HCQ + Azithromycin
Evaluating the Efficacy of Hydroxychloroquine and Azithromycin to Prevent Hospitalization or Death in Persons With COVID-19,,-86.8026551,36.1447034,HCQ + Azithromycin
Evaluating the Efficacy of Hydroxychloroquine and Azithromycin to Prevent Hospitalization or Death in Persons With COVID-19,,-96.8254278,32.744499,HCQ + Azithromycin
Evaluating the Efficacy of Hydroxychloroquine and Azithromycin to Prevent Hospitalization or Death in Persons With COVID-19,,-122.3035199,47.6553351,HCQ + Azithromycin
Evaluating the Efficacy of Hydroxychloroquine and Azithromycin to Prevent Hospitalization or Death in Persons With COVID-19,,-66.0522082,18.3966848,HCQ + Azithromycin
Hydroxychloroquine in Combination With Azithromycin or Sirolimus for Treating COVID-19 Patients,,35.8749208,32.0044797,HCQ + Azithromycin
"Efficacy of Hydroxychloroquine, Telmisartan and Azithromycin on the Survival of Hospitalized Elderly Patients With COVID-19",,7.7462879,48.5764648,HCQ + Azithromycin
Use of Hydroxychloroquine Alone or Associated for Inpatients With SARS-CoV2 Virus (COVID-19),,-46.7104346,-23.6477874,HCQ + Azithromycin
Hydroxychloroquine and Zinc With Either Azithromycin or Doxycycline for Treatment of COVID-19 in Outpatient Setting,,-73.6702617,40.8046832,HCQ + Azithromycin
Proactive Prophylaxis With Azithromycin and hydroxyChloroquine in Hospitalized Patients With COVID-19,,9.9101091,57.0386022,HCQ + Azithromycin
Proactive Prophylaxis With Azithromycin and hydroxyChloroquine in Hospitalized Patients With COVID-19,,12.5401313,55.7140142,HCQ + Azithromycin
Proactive Prophylaxis With Azithromycin and hydroxyChloroquine in Hospitalized Patients With COVID-19,,12.5467355,55.7388664,HCQ + Azithromycin
Proactive Prophylaxis With Azithromycin and hydroxyChloroquine in Hospitalized Patients With COVID-19,,12.543775,55.715282,HCQ + Azithromycin
Proactive Prophylaxis With Azithromycin and hydroxyChloroquine in Hospitalized Patients With COVID-19,,12.326221,55.930868,HCQ + Azithromycin
Proactive Prophylaxis With Azithromycin and hydroxyChloroquine in Hospitalized Patients With COVID-19,,10.3675736,55.3850091,HCQ + Azithromycin
Proactive Prophylaxis With Azithromycin and hydroxyChloroquine in Hospitalized Patients With COVID-19,,12.0903485,55.6361646,HCQ + Azithromycin
Proactive Prophylaxis With Azithromycin and hydroxyChloroquine in Hospitalized Patients With COVID-19,,11.370371,55.400234,HCQ + Azithromycin
Asymptomatic COVID-19 Trial,,-74.450131,40.4952121,HCQ + Azithromycin
"Clinical Trial of Combined Use of Hydroxychloroquine, Azithromycin, and Tocilizumab for the Treatment of COVID-19",,2.174314,41.4136997,HCQ + Azithromycin
Study Evaluating the Efficacy of Hydroxychloroquine and Azithromycine in Patients With COVID-19 and Hematological Malignancies (HYACINTHE),,7.7093834,48.5940073,HCQ + Azithromycin
Azithromycin in Hospitalized COVID-19 Patients,,51.3980673,35.8001144,HCQ + Azithromycin
Hydroxychloroquine and Azithromycin as Prophylaxis for Healthcare Workers Dealing With COVID19 Patients,,35.8749208,32.0044797,HCQ + Azithromycin
Efficacy and Safety Evaluation of Treatment Regimens in Adult COVID-19 Patients in Senegal,,-17.4641781,14.6947013,HCQ + Azithromycin
Efficacy and Safety Evaluation of Treatment Regimens in Adult COVID-19 Patients in Senegal,,-17.1636608,14.7268344,HCQ + Azithromycin
Efficacy and Safety Evaluation of Treatment Regimens in Adult COVID-19 Patients in Senegal,,-17.3996674,14.7753661,HCQ + Azithromycin
A Randomised Controlled Trial of Early Intervention in COVID-19: Favipiravir Verses HydroxycholorquiNe & Azithromycin & Zinc vErsEs Standard CaRe,,-0.182401,51.4849533,HCQ + Azithromycin
A Randomised Controlled Trial of Early Intervention in COVID-19: Favipiravir Verses HydroxycholorquiNe & Azithromycin & Zinc vErsEs Standard CaRe,,-0.3243212,51.4736289,HCQ + Azithromycin
VA Remote and Equitable Access to COVID-19 Healthcare Delivery (VA-REACH TRIAL),,-122.5052644,37.782395,HCQ + Azithromycin
"Evaluate the Efficacy and Safety of Oral Hydroxychloroquine, Indomethacin and Zithromax in Subjects With Mild Symptoms of COVID-19",,-111.9264707,33.5871371,HCQ + Azithromycin
"Evaluate the Efficacy and Safety of Oral Hydroxychloroquine, Indomethacin and Zithromax in Subjects With Mild Symptoms of COVID-19",,-90.0715323,29.9510658,HCQ + Azithromycin
Novel Agents for Treatment of High-risk COVID-19 Positive Patients,,-84.5073963,38.0311683,HCQ + Azithromycin
Treatment in Patients With Suspected or Confirmed COVID-19 With Early Moderate or Severe Disease,,-90.0814661,29.960568,HCQ + Azithromycin
Azithromycin Added to Hydrochloroquine in Patients Admitted to Intensive Care With COVID-19: Randomised Controlled Trial,,14.4378005,50.0755381,HCQ + Azithromycin
Effectiveness and Safety of Medical Treatment for SARS-CoV-2 (COVID-19) in Colombia,,-75.2811942,2.9321351,HCQ + Azithromycin
Effectiveness and Safety of Medical Treatment for SARS-CoV-2 (COVID-19) in Colombia,,-74.0519893,4.7068994,HCQ + Azithromycin
Effectiveness and Safety of Medical Treatment for SARS-CoV-2 (COVID-19) in Colombia,,-74.0345157,4.7413984,HCQ + Azithromycin
Effectiveness and Safety of Medical Treatment for SARS-CoV-2 (COVID-19) in Colombia,,-74.0640042,4.6282546,HCQ + Azithromycin
Effectiveness and Safety of Medical Treatment for SARS-CoV-2 (COVID-19) in Colombia,,-74.1065512,4.6482242,HCQ + Azithromycin
Effectiveness and Safety of Medical Treatment for SARS-CoV-2 (COVID-19) in Colombia,,-74.0957156,4.6489485,HCQ + Azithromycin
A Study of Quintuple Therapy to Treat COVID-19 Infection,,-119.2210602,34.2566277,HCQ + Azithromycin
Assessment of Efficacy and Safety of HCQ and Antibiotics Administrated to Patients COVID19(+),,10.1782429,36.8698022,HCQ + Azithromycin
Efficacy and Safety of Hydroxychloroquine and Favipiravir in the Treatment of Mild to Moderate COVID-19,,32.8631625,39.9303672,HCQ + Azithromycin
Safety and Efficacy of Intravenous Wharton's Jelly Derived Mesenchymal Stem Cells in Acute Respiratory Distress Syndrome Due to COVID 19,,-75.3775164,6.1406917,HCQ + Azithromycin
Patient Preference Trial for COVID-19 (PPT-COVID),,7.4126981,43.7307715,HCQ + Azithromycin
Bacteriotherapy in the Treatment of COVID-19,,12.5144384,41.9037626,HCQ + Azithromycin
A Study of the Effectiveness of an Off Label Mefloquine Use for the Treatment of Patients With COVID19,,37.6172999,55.755826,HCQ + Azithromycin
Anti-Coronavirus Therapies to Prevent Progression of Coronavirus Disease 2019 (COVID-19) Trial,,-79.8457682,43.2401034,HCQ + Azithromycin
Azithromycin+Amoxicillin/Clavulanate vs Amoxicillin/Clavulanate in COVID19 Patients With Pneumonia in Non-intensive Unit,,-0.5548297,47.4815099,HCQ + Azithromycin
Azithromycin+Amoxicillin/Clavulanate vs Amoxicillin/Clavulanate in COVID19 Patients With Pneumonia in Non-intensive Unit,,-1.4118805,46.6677714,HCQ + Azithromycin
Azithromycin+Amoxicillin/Clavulanate vs Amoxicillin/Clavulanate in COVID19 Patients With Pneumonia in Non-intensive Unit,,0.3849052,46.5589271,HCQ + Azithromycin
Randomised Evaluation of COVID-19 Therapy,,-1.2151574,51.7516232,HCQ + Azithromycin
Hydroxychloroquine for COVID-19,,9.0576448,48.5216364,HCQ + Azithromycin
Treatment for COVID-19 in High-Risk Adult Outpatients,,-87.6771887,41.8746646,HCQ + Azithromycin
Treatment for COVID-19 in High-Risk Adult Outpatients,,-90.1203167,29.9407282,HCQ + Azithromycin
Treatment for COVID-19 in High-Risk Adult Outpatients,,-71.1053991,42.3504997,HCQ + Azithromycin
Treatment for COVID-19 in High-Risk Adult Outpatients,,-73.9722693,40.746844,HCQ + Azithromycin
Treatment for COVID-19 in High-Risk Adult Outpatients,,-76.1395979,43.0422979,HCQ + Azithromycin
Treatment for COVID-19 in High-Risk Adult Outpatients,,-122.3035199,47.6553351,HCQ + Azithromycin
Treatment for COVID-19 in High-Risk Adult Outpatients,,-122.3182835,47.6588389,HCQ + Azithromycin
Oxygen-Ozone as Adjuvant Treatment in Early Control of COVID-19 Progression and Modulation of the Gut Microbial Flora,,12.5134687,41.9627606,HCQ + Azithromycin
Efficacy of Ivermectin as Add on Therapy in COVID19 Patients,,44.3755185,33.3458996,HCQ + Azithromycin
OUTpatient Treatment of COVID-19 in Patients With Risk Factor for Poor Outcome,,2.302302,48.7567574,HCQ + Azithromycin
OUTpatient Treatment of COVID-19 in Patients With Risk Factor for Poor Outcome,,2.4250233,48.9158686,HCQ + Azithromycin
OUTpatient Treatment of COVID-19 in Patients With Risk Factor for Poor Outcome,,2.4654319,48.7964094,HCQ + Azithromycin
OUTpatient Treatment of COVID-19 in Patients With Risk Factor for Poor Outcome,,2.3103313,48.829771,HCQ + Azithromycin
OUTpatient Treatment of COVID-19 in Patients With Risk Factor for Poor Outcome,,2.3327172,48.822009,HCQ + Azithromycin
Anti-inflammatory Clarithromycin for Improving COVID-19 Infection Early,,23.828466,38.0463484,HCQ + Azithromycin
Anti-inflammatory Clarithromycin for Improving COVID-19 Infection Early,,23.6423642,37.9701123,HCQ + Azithromycin
Anti-inflammatory Clarithromycin for Improving COVID-19 Infection Early,,25.873962,40.8457193,HCQ + Azithromycin
Anti-inflammatory Clarithromycin for Improving COVID-19 Infection Early,,23.7653267,37.9833862,HCQ + Azithromycin
Anti-inflammatory Clarithromycin for Improving COVID-19 Infection Early,,23.7275388,37.9838096,HCQ + Azithromycin
Anti-inflammatory Clarithromycin for Improving COVID-19 Infection Early,,23.7793555,37.9950485,HCQ + Azithromycin
Anti-inflammatory Clarithromycin for Improving COVID-19 Infection Early,,20.8424173,39.620779,HCQ + Azithromycin
Anti-inflammatory Clarithromycin for Improving COVID-19 Infection Early,,23.6455378,37.9343508,HCQ + Azithromycin
Anti-inflammatory Clarithromycin for Improving COVID-19 Infection Early,,22.9600672,40.629556,HCQ + Azithromycin
Effect of Treatments in Patients Hospitalized for Severe COVID-19 Pneumonia: a Multicenter Cohort Study,,2.523274,48.9545206,HCQ + Azithromycin
Effect of Treatments in Patients Hospitalized for Severe COVID-19 Pneumonia: a Multicenter Cohort Study,,2.5720537,48.8984523,HCQ + Azithromycin
Phase II RCT to Assess Efficacy of Intravenous Administration of Oxytocin in Patients Affected by COVID-19,,4.8748526,45.7803551,HCQ + Azithromycin
