Clinical Trial Title,NCT number,Trial Locations,lng,lat,Drug
A Study to Evaluate the Safety and Efficacy of Tocilizumab in Patients With Severe COVID-19 Pneumonia,NCT04320615,"Amphia Ziekenhuis, Breda, Netherlands",4.7628566,51.57417,Tocilizumab
A Study to Evaluate the Safety and Efficacy of Tocilizumab in Patients With Severe COVID-19 Pneumonia,NCT04320615,"St. Antonius Ziekenhuis Nieuwegein, Nieuwegein, Netherlands",5.0789414,52.0249593,Tocilizumab
A Study to Evaluate the Safety and Efficacy of Tocilizumab in Patients With Severe COVID-19 Pneumonia,NCT04320615,"Erasmus MC, Rotterdam, Netherlands",4.4703037,51.9112533,Tocilizumab
A Study to Evaluate the Safety and Efficacy of Tocilizumab in Patients With Severe COVID-19 Pneumonia,NCT04320615,"Universitair Medisch Centrum Utrecht, Utrecht, Netherlands",5.1799131,52.0865646,Tocilizumab
A Study to Evaluate the Safety and Efficacy of Tocilizumab in Patients With Severe COVID-19 Pneumonia,NCT04320615,"Hospital Universitario de Bellvitge, Hospitalet de Llobregat, Barcelona, Spain",2.1042573,41.3448959,Tocilizumab
A Study to Evaluate the Safety and Efficacy of Tocilizumab in Patients With Severe COVID-19 Pneumonia,NCT04320615,"Hospital Universitari Vall d'Hebron, Barcelona, Spain",2.142488,41.4283018,Tocilizumab
A Study to Evaluate the Safety and Efficacy of Tocilizumab in Patients With Severe COVID-19 Pneumonia,NCT04320615,"Hospital Clinic de Barcelona, Barcelona, Spain",2.1523119,41.3894436,Tocilizumab
A Study to Evaluate the Safety and Efficacy of Tocilizumab in Patients With Severe COVID-19 Pneumonia,NCT04320615,"Hospital Universitario La Paz, Madrid, Spain",-3.6873977,40.4811633,Tocilizumab
A Study to Evaluate the Safety and Efficacy of Tocilizumab in Patients With Severe COVID-19 Pneumonia,NCT04320615,"Hospital Universitario Ramon y Cajal, Madrid, Spain",-3.6951156,40.4876043,Tocilizumab
A Study to Evaluate the Safety and Efficacy of Tocilizumab in Patients With Severe COVID-19 Pneumonia,NCT04320615,"Hospital General Universitario Gregorio Maranon, Madrid, Spain",-3.6724986,40.4185038,Tocilizumab
A Study to Evaluate the Safety and Efficacy of Tocilizumab in Patients With Severe COVID-19 Pneumonia,NCT04320615,"Hospital Universitario HM Sanchinarro-CIOCC, Madrid, Spain",-3.6667259,40.4902031,Tocilizumab
A Study to Evaluate the Safety and Efficacy of Tocilizumab in Patients With Severe COVID-19 Pneumonia,NCT04320615,"Greater Glasgow and Clyde Health Board, Glasgow, United Kingdom",-4.321016,55.883619,Tocilizumab
A Study to Evaluate the Safety and Efficacy of Tocilizumab in Patients With Severe COVID-19 Pneumonia,NCT04320615,"Leeds Teaching Hospitals NHS Trust, Leeds, United Kingdom",-1.5528918,53.8025196,Tocilizumab
A Study to Evaluate the Safety and Efficacy of Tocilizumab in Patients With Severe COVID-19 Pneumonia,NCT04320615,"University College Hospital, London, United Kingdom",-0.1363551,51.5250834,Tocilizumab
A Study to Evaluate the Safety and Efficacy of Tocilizumab in Patients With Severe COVID-19 Pneumonia,NCT04320615,"Royal Free Hospital, London, United Kingdom",-0.1659994,51.5531475,Tocilizumab
A Study to Evaluate the Safety and Efficacy of Tocilizumab in Patients With Severe COVID-19 Pneumonia,NCT04320615,"St George's Clinical Research Facility, London, United Kingdom",-0.2343059,51.516825,Tocilizumab
A Study to Evaluate the Safety and Efficacy of Tocilizumab in Patients With Severe COVID-19 Pneumonia,NCT04320615,"Imperial College London, London, United Kingdom",-0.1748772,51.4987997,Tocilizumab
A Study to Evaluate the Safety and Efficacy of Tocilizumab in Patients With Severe COVID-19 Pneumonia,NCT04320615,"North Manchester General Hospital, Manchester, United Kingdom",-2.2301193,53.5184925,Tocilizumab
A Study to Evaluate the Safety and Efficacy of Tocilizumab in Patients With Severe COVID-19 Pneumonia,NCT04320615,"Salford Royal Hospital, Salford, United Kingdom",-2.3238955,53.487482,Tocilizumab
A Study to Investigate Intravenous Tocilizumab in Participants With Moderate to Severe COVID-19 Pneumonia,NCT04363736,"Mayo Clinic - Arizona, Phoenix, Arizona, United States",-111.9544986,33.6583608,Tocilizumab
A Study to Investigate Intravenous Tocilizumab in Participants With Moderate to Severe COVID-19 Pneumonia,NCT04363736,"Univ of AZ Coll of Med, Tucson, Arizona, United States",-110.9461054,32.2410865,Tocilizumab
A Study to Investigate Intravenous Tocilizumab in Participants With Moderate to Severe COVID-19 Pneumonia,NCT04363736,"St. Jude Medical Center, Fullerton, California, United States",-117.9272201,33.8943451,Tocilizumab
A Study to Investigate Intravenous Tocilizumab in Participants With Moderate to Severe COVID-19 Pneumonia,NCT04363736,"LAC + USC Medical Center, Los Angeles, California, United States",-118.2075585,34.0575334,Tocilizumab
A Study to Investigate Intravenous Tocilizumab in Participants With Moderate to Severe COVID-19 Pneumonia,NCT04363736,"USC Keck Medical Center of USC, Los Angeles, California, United States",-118.2016181,34.0621498,Tocilizumab
A Study to Investigate Intravenous Tocilizumab in Participants With Moderate to Severe COVID-19 Pneumonia,NCT04363736,"Norwalk Hospital, Norwalk, Connecticut, United States",-73.4222749,41.1117461,Tocilizumab
A Study to Investigate Intravenous Tocilizumab in Participants With Moderate to Severe COVID-19 Pneumonia,NCT04363736,"Medstar Georgetown University Hospital, Washington, District of Columbia, United States",-77.0751693,38.911464,Tocilizumab
A Study to Investigate Intravenous Tocilizumab in Participants With Moderate to Severe COVID-19 Pneumonia,NCT04363736,"University of Florida; Health Science Center, Jacksonville, Florida, United States",-81.6634784,30.347113,Tocilizumab
A Study to Investigate Intravenous Tocilizumab in Participants With Moderate to Severe COVID-19 Pneumonia,NCT04363736,"Mayo Clinic, Jacksonville, Florida, United States",-81.4451456,30.2626481,Tocilizumab
A Study to Investigate Intravenous Tocilizumab in Participants With Moderate to Severe COVID-19 Pneumonia,NCT04363736,"Advocate Christ Medical Center, Oak Lawn, Illinois, United States",-87.7327824,41.7217943,Tocilizumab
A Study to Investigate Intravenous Tocilizumab in Participants With Moderate to Severe COVID-19 Pneumonia,NCT04363736,"Advocate Lutheran General Hospital, Park Ridge, Illinois, United States",-87.8476325,42.0385102,Tocilizumab
A Study to Investigate Intravenous Tocilizumab in Participants With Moderate to Severe COVID-19 Pneumonia,NCT04363736,"MedPharmics, Metairie, Louisiana, United States",-90.1810171,30.0105053,Tocilizumab
A Study to Investigate Intravenous Tocilizumab in Participants With Moderate to Severe COVID-19 Pneumonia,NCT04363736,"University of Maryland, Baltimore, Maryland, United States",-76.6257057,39.2892017,Tocilizumab
A Study to Investigate Intravenous Tocilizumab in Participants With Moderate to Severe COVID-19 Pneumonia,NCT04363736,"Renown Institute for Heart & Vascular Health, Reno, Nevada, United States",-119.7952114,39.52552,Tocilizumab
A Study to Investigate Intravenous Tocilizumab in Participants With Moderate to Severe COVID-19 Pneumonia,NCT04363736,"St Joseph's Regional Medical Center, Wayne, New Jersey, United States",-74.1653704,40.9028953,Tocilizumab
A Study to Investigate Intravenous Tocilizumab in Participants With Moderate to Severe COVID-19 Pneumonia,NCT04363736,"SUNY Downstate Medical Center., Brooklyn, New York, United States",-73.9456988,40.6552934,Tocilizumab
A Study to Investigate Intravenous Tocilizumab in Participants With Moderate to Severe COVID-19 Pneumonia,NCT04363736,"Jamaica Hospital Medical Center, Jamaica, New York, United States",-73.8166244,40.7003783,Tocilizumab
A Study to Investigate Intravenous Tocilizumab in Participants With Moderate to Severe COVID-19 Pneumonia,NCT04363736,"Vassar Brothers Medical Center, Poughkeepsie, New York, United States",-73.9357942,41.6943079,Tocilizumab
A Study to Investigate Intravenous Tocilizumab in Participants With Moderate to Severe COVID-19 Pneumonia,NCT04363736,"Wake Forest University Health Sciences, Winston-Salem, North Carolina, United States",-80.2791958,36.1355052,Tocilizumab
A Study to Investigate Intravenous Tocilizumab in Participants With Moderate to Severe COVID-19 Pneumonia,NCT04363736,"University Hospitals Cleveland Medical Center, Cleveland, Ohio, United States",-81.6060645,41.5052505,Tocilizumab
A Study to Investigate Intravenous Tocilizumab in Participants With Moderate to Severe COVID-19 Pneumonia,NCT04363736,"Mercy St. Vincent Medical Center, Toledo, Ohio, United States",-83.5429045,41.6686144,Tocilizumab
A Study to Investigate Intravenous Tocilizumab in Participants With Moderate to Severe COVID-19 Pneumonia,NCT04363736,"Lehigh Valley Health Network, Allentown, Pennsylvania, United States",-75.5241629,40.5667553,Tocilizumab
A Study to Investigate Intravenous Tocilizumab in Participants With Moderate to Severe COVID-19 Pneumonia,NCT04363736,"Temple University Hospital, Philadelphia, Pennsylvania, United States",-75.1507582,40.0050435,Tocilizumab
A Study to Investigate Intravenous Tocilizumab in Participants With Moderate to Severe COVID-19 Pneumonia,NCT04363736,"Allegheny Health Network (Pittsburg PA), Pittsburgh, Pennsylvania, United States",-80.0040318,40.4425172,Tocilizumab
A Study to Investigate Intravenous Tocilizumab in Participants With Moderate to Severe COVID-19 Pneumonia,NCT04363736,"Medical University of South Carolina, Charleston, South Carolina, United States",-79.9478413,32.7850493,Tocilizumab
A Study to Investigate Intravenous Tocilizumab in Participants With Moderate to Severe COVID-19 Pneumonia,NCT04363736,"Houston Methodist Hospital, Houston, Texas, United States",-95.399568,29.7106626,Tocilizumab
A Study to Investigate Intravenous Tocilizumab in Participants With Moderate to Severe COVID-19 Pneumonia,NCT04363736,"Michael E. DeBakey VA Medical Center, Houston, Texas, United States",-95.3889215,29.7020838,Tocilizumab
A Study to Investigate Intravenous Tocilizumab in Participants With Moderate to Severe COVID-19 Pneumonia,NCT04363736,"Houston Methodist Sugar Land Hospital, Sugar Land, Texas, United States",-95.6309922,29.5891707,Tocilizumab
Efficacy and Safety of Tocilizumab in the Treatment of SARS-Cov-2 Related Pneumonia,NCT04332913,"Ospedale San Salvatore, L'Aquila, Italy",13.3532128,42.3659463,Tocilizumab
Tocilizumab Treatment in Patients With COVID-19,NCT04363853,"National Cancer Institute of Mexico, Mexico city, Distrito Federal, Mexico",-99.1603831,19.2892389,Tocilizumab
A Study to Evaluate the Efficacy and Safety of Remdesivir Plus Tocilizumab Compared With Remdesivir Plus Placebo in Hospitalized Participants With Severe COVID-19 Pneumonia,NCT04409262,"eStudySite - Chula Vista - PPDS, Chula Vista, California, United States",-117.024154,32.6172649,Tocilizumab
A Study to Evaluate the Efficacy and Safety of Remdesivir Plus Tocilizumab Compared With Remdesivir Plus Placebo in Hospitalized Participants With Severe COVID-19 Pneumonia,NCT04409262,"Ochsner Clinic Foundation, New Orleans, Louisiana, United States",-90.1139717,30.0206297,Tocilizumab
A Study to Evaluate the Efficacy and Safety of Remdesivir Plus Tocilizumab Compared With Remdesivir Plus Placebo in Hospitalized Participants With Severe COVID-19 Pneumonia,NCT04409262,"Louisiana State University Health Sciences Center/Ochsner, Shreveport, Louisiana, United States",-93.7608764,32.4807365,Tocilizumab
A Study to Evaluate the Efficacy and Safety of Remdesivir Plus Tocilizumab Compared With Remdesivir Plus Placebo in Hospitalized Participants With Severe COVID-19 Pneumonia,NCT04409262,"Boston Medical Center, Boston, Massachusetts, United States",-71.0731311,42.3344959,Tocilizumab
A Study to Evaluate the Efficacy and Safety of Remdesivir Plus Tocilizumab Compared With Remdesivir Plus Placebo in Hospitalized Participants With Severe COVID-19 Pneumonia,NCT04409262,"Baystate Medical Center, Springfield, Massachusetts, United States",-72.6037013,42.1216158,Tocilizumab
A Study to Evaluate the Efficacy and Safety of Remdesivir Plus Tocilizumab Compared With Remdesivir Plus Placebo in Hospitalized Participants With Severe COVID-19 Pneumonia,NCT04409262,"St. Michael'S Medical Center, Newark, New Jersey, United States",-74.1752203,40.7443458,Tocilizumab
A Study to Evaluate the Efficacy and Safety of Remdesivir Plus Tocilizumab Compared With Remdesivir Plus Placebo in Hospitalized Participants With Severe COVID-19 Pneumonia,NCT04409262,"Intermountain LDS Hospital, Salt Lake City, Utah, United States",-111.87937,40.778402,Tocilizumab
Checkpoint Blockade in COVID-19 Pandemic,NCT04335305,"Hospital Quirónsalud Barcelona, Barcelona, Spain",2.1385079,41.415745,Tocilizumab
Checkpoint Blockade in COVID-19 Pandemic,NCT04335305,"Hospital de la Santa Creu i Sant Pau, Barcelona, Spain",2.174314,41.4136997,Tocilizumab
Checkpoint Blockade in COVID-19 Pandemic,NCT04335305,"Hospital Universitari Arnau de Vilanova de Lleida, Lleida, Spain",0.6134759,41.62665,Tocilizumab
Checkpoint Blockade in COVID-19 Pandemic,NCT04335305,"Hospital Universitario Ramón y Cajal, Madrid, Spain",-3.6951156,40.4876043,Tocilizumab
Checkpoint Blockade in COVID-19 Pandemic,NCT04335305,"Hospital Ruber Juan Bravo, Madrid, Spain",-3.6776538,40.4327229,Tocilizumab
Checkpoint Blockade in COVID-19 Pandemic,NCT04335305,"Hospital Ruber Internacional, Madrid, Spain",-3.7156662,40.4894832,Tocilizumab
Checkpoint Blockade in COVID-19 Pandemic,NCT04335305,"Hospital Arnau de Vilanova-Lliria, Valencia, Spain",-0.4033429,39.4907502,Tocilizumab
Checkpoint Blockade in COVID-19 Pandemic,NCT04335305,"Hospital Universitario Doctor Peset, Valencia, Spain",-0.393695,39.4524937,Tocilizumab
Tocilizumab vs CRRT in Management of Cytokine Release Syndrome (CRS) in COVID-19,NCT04306705,"Tongji Hospital, Wuhan, Hubei, China",114.309504,30.552113,Tocilizumab
Favipiravir Combined With Tocilizumab in the Treatment of Corona Virus Disease 2019,NCT04310228,"Guiqiang Wang, Beijing, Beijing, China",116.4073963,39.9041999,Tocilizumab
Favipiravir Combined With Tocilizumab in the Treatment of Corona Virus Disease 2019,NCT04310228,"Peking University First Hospital, Beijing, Beijing, China",116.380416,39.931765,Tocilizumab
Favipiravir Combined With Tocilizumab in the Treatment of Corona Virus Disease 2019,NCT04310228,"Ezhou Central Hospital, Wuhan, Hubei, China",114.8819099,30.3987825,Tocilizumab
Favipiravir Combined With Tocilizumab in the Treatment of Corona Virus Disease 2019,NCT04310228,"Huoshenshan Hospital of Wuhan, Wuhan, Hubei, China",114.305539,30.592849,Tocilizumab
Favipiravir Combined With Tocilizumab in the Treatment of Corona Virus Disease 2019,NCT04310228,"Jinyintan Hospital of Wuhan, Wuhan, Hubei, China",114.2868443,30.6668794,Tocilizumab
Favipiravir Combined With Tocilizumab in the Treatment of Corona Virus Disease 2019,NCT04310228,"Wuhan Pulmonary Hospital, Wuhan, Hubei, China",114.305539,30.592849,Tocilizumab
Tocilizumab for Patients With Cancer and COVID-19 Disease,NCT04370834,"National Cancer Institute, Rockville, Maryland, United States",-77.1974895,39.1036356,Tocilizumab
Personalised Immunotherapy for SARS-CoV-2 (COVID-19) Associated With Organ Dysfunction,NCT04339712,"2nd Department of Critical Care Medicine, ATTIKON University Hospital, Athens, Haidari, Greece",23.6653306,38.016598,Tocilizumab
Personalised Immunotherapy for SARS-CoV-2 (COVID-19) Associated With Organ Dysfunction,NCT04339712,"Intensive Care Unit, Ioannina University Hospital, Ioánnina, Ioannina, Greece",20.8424173,39.620779,Tocilizumab
Personalised Immunotherapy for SARS-CoV-2 (COVID-19) Associated With Organ Dysfunction,NCT04339712,"Department of Internal Medicine, Patras University Hospital, Patras, Rion, Greece",21.7950459,38.2945759,Tocilizumab
Personalised Immunotherapy for SARS-CoV-2 (COVID-19) Associated With Organ Dysfunction,NCT04339712,"Department of Internal Medicine, I PAMMAKARISTOS Hospital, Athens, Greece",23.7315473,38.014229,Tocilizumab
Personalised Immunotherapy for SARS-CoV-2 (COVID-19) Associated With Organ Dysfunction,NCT04339712,"Intensive Care Unit, General Hospital of Athens KORGIALENIO-BENAKIO E.E.S., Athens, Greece",23.769038,37.992309,Tocilizumab
Personalised Immunotherapy for SARS-CoV-2 (COVID-19) Associated With Organ Dysfunction,NCT04339712,"1st Department of Pulmonary Medicine and Intensive Care Unit, Athens, Greece",23.7275388,37.9838096,Tocilizumab
Personalised Immunotherapy for SARS-CoV-2 (COVID-19) Associated With Organ Dysfunction,NCT04339712,"Intensive Care Unit, General Hospital of Athens IPPOKRATEIO, Athens, Greece",23.75975,37.9836396,Tocilizumab
Personalised Immunotherapy for SARS-CoV-2 (COVID-19) Associated With Organ Dysfunction,NCT04339712,"4th Department of Internal Medicine, Attikon University Hospital, Athens, Greece",23.6653306,38.016598,Tocilizumab
